Yıl,Ay,20122,62493,65520,17171,62555,63001,61234,59012,58008,56007,54003,52002,51011,50005,49004,48006
2016,1,-31.78,-26.94,-39.36,-37.41,-34.22,-17.61,-20.28,-30.26,-31.5,-29.9,-21.33,-20.07,-15.8,-23.27,-33.92,-29.16
2016,2,-31.7,-24.49,-39.25,-37.88,-33.47,-16.68,-19.67,-29.56,-31.91,-29.17,-21.83,-20.76,-15.95,-23.06,-33.28,-29.19
2016,3,-29.85,-23.98,-38.18,-36.38,-32.7,-16.59,-19.14,-27.43,-30.65,-28.03,-21.13,-19.69,-15.98,-22.62,-32.67,-28.45
2016,4,-28.51,-23.15,-38.04,-37.0,-31.34,-15.89,-18.7,-26.64,-30.44,-27.57,-20.05,-19.47,-15.24,-21.28,-31.9,-27.33
2016,5,-28.2,-22.65,-37.6,-36.27,-29.66,-15.95,-18.43,-25.83,-29.29,-26.46,-19.97,-19.34,-15.01,-21.08,-31.78,-28.04
2016,6,-28.36,-22.09,-36.67,-36.05,-30.15,-15.74,-18.43,-26.1,-30.02,-26.52,-19.99,-19.0,-13.8,-21.62,-31.59,-27.53
2016,7,-29.32,-22.73,-37.56,-37.36,-30.84,-15.79,-19.41,-26.9,-29.93,-27.39,-20.45,-19.15,-14.63,-22.04,-32.09,-27.4
2016,8,-30.21,-23.28,-38.85,-36.27,-31.6,-16.6,-19.29,-26.5,-29.98,-27.4,-20.3,-19.76,-15.37,-22.66,-32.53,-28.51
2016,9,-31.8,-25.3,-38.44,-37.9,-32.9,-16.28,-19.8,-29.14,-31.06,-29.28,-21.71,-20.32,-16.1,-23.04,-33.64,-29.37
2016,10,-32.75,-27.09,-39.63,-38.04,-33.79,-16.92,-21.32,-30.0,-32.03,-30.91,-22.39,-20.06,-16.6,-23.39,-34.71,-29.28
2016,11,-34.05,-26.76,-39.83,-38.28,-36.1,-17.39,-21.68,-31.4,-32.39,-32.17,-22.86,-20.91,-16.6,-24.74,-34.12,-30.36
2016,12,-34.45,-27.89,-39.29,-38.53,-35.8,-19.36,-22.07,-31.18,-32.53,-32.57,-23.5,-21.21,-16.92,-24.02,-34.9,-30.97
2017,1,-34.03,-27.9,-40.62,-38.43,-36.32,-18.48,-20.68,-31.54,-31.99,-32.79,-22.94,-22.07,-17.26,-24.16,-34.8,-30.67
2017,2,-32.73,-26.77,-39.67,-38.56,-35.15,-18.1,-21.36,-30.34,-31.38,-30.81,-22.39,-21.07,-17.04,-23.84,-33.99,-30.07
2017,3,-32.77,-26.35,-39.38,-38.5,-34.25,-17.24,-20.61,-29.75,-31.66,-30.34,-22.22,-20.62,-16.58,-23.81,-33.46,-30.15
2017,4,-31.47,-24.57,-38.65,-37.41,-32.21,-16.68,-20.14,-28.45,-31.22,-29.49,-21.89,-20.43,-15.51,-21.89,-32.54,-28.69
2017,5,-29.89,-24.07,-38.62,-37.31,-32.0,-16.09,-19.52,-28.48,-30.98,-28.52,-21.25,-19.43,-15.21,-22.61,-32.82,-28.18
2017,6,-30.42,-24.57,-37.78,-36.98,-31.85,-16.56,-19.29,-28.08,-30.81,-28.55,-21.5,-19.15,-15.68,-22.84,-33.14,-28.53
2017,7,-31.33,-24.64,-38.58,-38.28,-31.96,-17.1,-20.11,-28.24,-30.9,-29.17,-21.46,-19.76,-15.37,-22.58,-34.13,-28.66
2017,8,-32.4,-25.67,-38.62,-37.97,-33.41,-17.4,-19.8,-29.02,-31.07,-30.22,-21.75,-20.29,-16.17,-23.08,-33.07,-29.19
2017,9,-33.65,-26.68,-39.61,-37.76,-34.43,-17.6,-20.46,-29.95,-31.93,-31.58,-23.0,-20.64,-16.08,-24.23,-34.07,-29.87
2017,10,-35.28,-29.23,-40.02,-39.29,-36.09,-19.02,-20.86,-31.79,-32.73,-32.7,-23.85,-21.46,-17.75,-24.45,-34.65,-31.08
2017,11,-36.59,-29.99,-40.9,-39.25,-37.09,-19.57,-21.99,-32.97,-31.99,-33.21,-23.89,-21.76,-17.72,-24.49,-35.54,-31.11
2017,12,-36.83,-30.81,-41.25,-39.72,-37.42,-19.11,-22.96,-33.36,-32.43,-34.96,-23.99,-22.84,-18.0,-25.15,-35.18,-31.69
2018,1,-36.68,-31.05,-40.21,-40.31,-37.17,-18.61,-22.26,-33.02,-32.58,-34.09,-24.42,-22.98,-17.85,-25.58,-35.48,-31.66
2018,2,-35.75,-29.48,-40.8,-39.53,-36.37,-19.51,-21.43,-32.47,-32.53,-33.74,-23.89,-21.41,-18.01,-24.51,-34.87,-30.84
2018,3,-34.89,-27.65,-40.01,-39.26,-35.34,-18.14,-21.51,-31.41,-32.08,-32.8,-23.05,-21.64,-17.73,-24.45,-34.57,-30.06
2018,4,-33.99,-26.73,-38.75,-38.1,-34.52,-17.88,-21.07,-29.96,-30.66,-31.47,-21.96,-21.18,-16.77,-23.73,-32.94,-30.02
2018,5,-33.21,-26.2,-39.07,-38.24,-33.49,-17.21,-20.54,-29.92,-32.16,-30.08,-22.64,-20.98,-15.77,-23.17,-33.35,-29.94
2018,6,-32.79,-26.34,-38.77,-38.19,-32.76,-17.79,-20.41,-28.92,-30.59,-31.33,-22.65,-20.38,-16.07,-23.53,-33.62,-29.64
2018,7,-33.95,-25.99,-38.56,-38.77,-33.4,-18.61,-20.54,-29.97,-31.65,-30.53,-22.59,-20.87,-16.31,-23.14,-34.25,-29.61
2018,8,-34.98,-27.99,-39.72,-38.56,-34.77,-18.78,-21.39,-30.51,-32.37,-32.67,-23.45,-21.19,-16.96,-23.9,-34.11,-30.33
2018,9,-35.85,-29.34,-40.42,-39.17,-36.05,-18.59,-23.02,-31.75,-31.98,-33.01,-23.95,-22.16,-18.01,-24.48,-35.16,-31.12
2018,10,-37.69,-31.29,-41.65,-40.66,-37.14,-20.29,-22.9,-33.24,-33.12,-34.72,-24.87,-23.0,-17.73,-25.28,-35.45,-32.16
2018,11,-38.77,-31.96,-41.93,-40.9,-38.35,-20.59,-24.0,-34.14,-33.29,-35.91,-25.59,-23.37,-19.2,-25.98,-36.52,-32.24
2018,12,-39.9,-32.55,-41.3,-41.25,-38.8,-21.18,-23.72,-35.34,-33.97,-36.34,-25.04,-24.12,-18.73,-26.1,-36.68,-33.04
2019,1,-39.1,-31.88,-41.66,-41.79,-38.25,-20.84,-23.55,-34.81,-33.97,-36.52,-25.03,-23.55,-19.76,-25.75,-36.27,-32.94
2019,2,-37.88,-30.77,-41.04,-40.69,-37.43,-19.62,-22.87,-34.15,-33.65,-35.45,-24.01,-23.52,-18.54,-26.33,-36.33,-32.35
2019,3,-37.35,-30.03,-41.46,-40.62,-37.44,-19.08,-22.48,-32.65,-32.16,-33.75,-25.28,-23.16,-17.97,-25.47,-35.44,-31.64
2019,4,-36.06,-30.11,-40.6,-39.61,-36.12,-19.34,-23.16,-32.29,-31.98,-32.84,-24.06,-22.4,-16.72,-24.38,-34.61,-30.61
2019,5,-35.99,-28.56,-39.19,-39.88,-34.79,-18.93,-21.03,-31.36,-31.82,-31.92,-24.23,-21.88,-16.36,-23.99,-34.46,-30.72
2019,6,-35.45,-27.85,-39.08,-38.83,-34.19,-18.84,-22.47,-30.98,-31.48,-32.81,-23.24,-21.87,-17.41,-24.06,-34.92,-30.61
2019,7,-35.34,-28.58,-40.0,-39.69,-35.93,-20.26,-22.53,-31.09,-32.12,-33.02,-23.79,-22.58,-17.77,-24.82,-35.03,-30.76
2019,8,-37.46,-29.99,-40.33,-40.74,-37.29,-19.6,-22.47,-32.14,-32.34,-34.48,-23.52,-23.38,-17.54,-25.58,-35.04,-31.08
2019,9,-39.18,-31.3,-41.23,-39.92,-38.19,-19.93,-23.39,-33.85,-32.67,-35.36,-24.86,-24.15,-18.35,-24.97,-36.29,-32.35
2019,10,-39.4,-32.56,-41.25,-41.34,-39.82,-20.73,-24.16,-35.42,-33.21,-36.64,-26.68,-23.77,-19.57,-25.41,-37.02,-32.49
2019,11,-41.02,-33.67,-41.92,-41.62,-39.99,-21.18,-24.07,-36.51,-35.15,-38.02,-26.31,-24.31,-19.26,-26.62,-36.95,-33.0
2019,12,-41.39,-33.79,-42.65,-42.26,-39.82,-21.97,-25.08,-36.63,-33.93,-38.19,-26.48,-24.8,-19.86,-26.98,-37.32,-33.39
2020,1,-41.83,-34.2,-41.75,-42.8,-39.99,-22.17,-25.14,-36.67,-34.68,-37.87,-26.38,-23.98,-20.03,-26.41,-37.13,-33.6
2020,2,-40.37,-32.92,-41.23,-40.86,-40.65,-20.54,-24.6,-36.18,-34.15,-37.63,-25.6,-24.24,-19.77,-26.09,-37.33,-32.9
2020,3,-40.13,-32.82,-41.7,-41.49,-39.05,-20.25,-24.14,-34.66,-33.46,-36.41,-26.01,-23.71,-18.67,-25.52,-35.73,-32.16
2020,4,-38.74,-31.76,-40.8,-40.6,-37.94,-20.33,-23.48,-33.06,-32.91,-36.03,-24.93,-23.91,-17.97,-24.58,-35.67,-31.63
2020,5,-37.63,-30.77,-40.15,-40.05,-37.02,-19.73,-23.11,-32.78,-32.42,-35.1,-25.28,-23.55,-17.72,-24.34,-35.19,-32.04
